index,uuid,num_achievements,num_exercises,num_points,Click,Group,Button,Banner
12863,982508785,49,109,31,0,CurrentAd,No,Yes
12864,982546649,28,432,285,0,CurrentAd,No,Yes
12866,982509217,12,653,167,0,CurrentAd,No,Yes
12867,982509257,40,309,247,0,CurrentAd,No,Yes
12868,982509513,32,428,83,0,CurrentAd,No,Yes
12869,982538065,31,552,601,0,CurrentAd,No,Yes
12870,982547281,3,637,532,0,CurrentAd,No,Yes
12871,982509817,57,609,416,0,CurrentAd,No,Yes
12872,982519521,68,610,635,0,CurrentAd,No,Yes
12873,982547937,21,493,613,0,CurrentAd,No,Yes
12874,982548105,33,518,200,0,CurrentAd,No,Yes
12875,982538945,28,529,41,0,CurrentAd,No,Yes
12877,982520017,74,71,624,0,CurrentAd,No,Yes
12880,982539857,58,50,651,1,CurrentAd,No,Yes
12881,982548945,39,606,686,0,CurrentAd,No,Yes
12882,982540065,55,564,403,0,CurrentAd,No,Yes
12883,982530497,45,492,9,0,CurrentAd,No,Yes
12885,982530961,95,467,120,0,CurrentAd,No,Yes
12886,982512345,23,406,301,0,CurrentAd,No,Yes
12887,982541153,52,270,262,0,CurrentAd,No,Yes
12890,982551105,58,49,335,0,CurrentAd,No,Yes
12891,982532529,67,215,403,0,CurrentAd,No,Yes
12892,982523337,92,142,392,0,CurrentAd,No,Yes
12893,982551329,37,157,305,0,CurrentAd,No,Yes
12894,982514233,7,676,411,0,CurrentAd,No,Yes
12895,982552417,56,198,591,0,CurrentAd,No,Yes
12898,982552641,37,196,310,0,CurrentAd,No,Yes
12899,982525017,40,244,20,0,CurrentAd,No,Yes
12900,982534441,3,675,212,0,CurrentAd,No,Yes
12901,982525345,87,636,503,0,CurrentAd,No,Yes
12905,982553337,84,631,290,0,CurrentAd,No,Yes
12906,982525713,60,64,387,0,CurrentAd,No,Yes
12907,982535321,32,22,490,0,CurrentAd,No,Yes
12908,982563553,65,161,637,0,CurrentAd,No,Yes
12909,982555353,60,178,567,0,CurrentAd,No,Yes
12912,982556161,12,478,543,0,CurrentAd,No,Yes
12913,982556249,80,388,597,0,CurrentAd,No,Yes
12914,982564625,16,600,443,0,CurrentAd,No,Yes
12915,982564689,14,621,292,0,CurrentAd,No,Yes
12917,982589177,23,87,179,0,CurrentAd,No,Yes
12918,982581457,57,147,654,0,CurrentAd,No,Yes
12919,982581497,97,18,519,0,CurrentAd,No,Yes
12920,982573001,88,12,438,0,CurrentAd,No,Yes
12921,982573081,49,47,266,0,CurrentAd,No,Yes
12925,982557041,52,480,208,0,CurrentAd,No,Yes
12928,982558105,18,49,206,0,CurrentAd,No,Yes
12929,982575057,89,255,257,0,CurrentAd,No,Yes
12932,982559065,42,19,500,0,CurrentAd,No,Yes
12933,982559113,30,272,239,0,CurrentAd,No,Yes
12935,982591969,56,279,383,0,CurrentAd,No,Yes
12936,982567993,97,568,131,0,CurrentAd,No,Yes
12937,982592193,44,386,279,0,CurrentAd,No,Yes
12939,982559561,1,289,225,0,CurrentAd,No,Yes
12940,982576473,77,167,40,0,CurrentAd,No,Yes
12941,982592705,78,400,107,0,CurrentAd,No,Yes
12942,982592833,64,115,385,0,CurrentAd,No,Yes
12944,982592953,16,568,123,0,CurrentAd,No,Yes
12945,982577241,24,146,181,0,CurrentAd,No,Yes
12946,982568961,56,471,124,0,CurrentAd,No,Yes
12947,982577449,91,10,124,0,CurrentAd,No,Yes
12953,982570153,64,426,366,0,CurrentAd,No,Yes
12956,982543481,79,176,451,0,CurrentAd,No,Yes
12962,982555129,99,290,183,0,CurrentAd,No,Yes
12963,982555425,72,559,39,0,CurrentAd,No,Yes
12965,982581273,31,272,167,0,CurrentAd,No,Yes
12966,982554785,32,172,193,0,CurrentAd,No,Yes
12967,982589209,31,644,116,0,CurrentAd,No,Yes
12968,982565489,54,596,385,0,CurrentAd,No,Yes
12969,982565593,29,353,441,0,CurrentAd,No,Yes
12971,982590145,61,238,459,0,CurrentAd,No,Yes
12973,982590425,41,447,501,0,CurrentAd,No,Yes
12974,982566193,3,559,476,0,CurrentAd,No,Yes
12976,982574449,85,73,238,1,CurrentAd,No,Yes
12978,982575065,74,296,363,0,CurrentAd,No,Yes
12979,982591425,44,27,597,0,CurrentAd,No,Yes
12980,982583745,60,51,447,0,CurrentAd,No,Yes
12981,982558833,71,378,82,0,CurrentAd,No,Yes
12982,982575841,38,54,391,0,CurrentAd,No,Yes
12986,982576177,99,355,596,0,CurrentAd,No,Yes
12988,982559441,94,270,692,0,CurrentAd,No,Yes
12989,982592337,79,675,326,0,CurrentAd,No,Yes
12990,982592385,98,338,232,0,CurrentAd,No,Yes
12991,982568345,39,212,221,0,CurrentAd,No,Yes
12992,982568457,44,268,686,0,CurrentAd,No,Yes
12993,982559825,29,465,269,0,CurrentAd,No,Yes
12994,982576993,2,322,656,0,CurrentAd,No,Yes
12998,982560665,89,226,484,0,CurrentAd,No,Yes
12999,982560841,86,457,665,0,CurrentAd,No,Yes
13000,982577593,8,384,177,0,CurrentAd,No,Yes
13004,982594361,49,89,500,0,CurrentAd,No,Yes
13007,982579377,53,636,103,0,CurrentAd,No,Yes
13009,982596417,56,225,80,0,CurrentAd,No,Yes
13010,982596505,20,408,493,0,CurrentAd,No,Yes
13011,982596801,56,121,208,0,CurrentAd,No,Yes
13012,1098276276,11,33,498,0,CurrentAd,No,Yes
13013,1098283612,26,34,490,0,CurrentAd,No,Yes
13017,1098281204,87,472,127,0,CurrentAd,No,Yes
13018,1098281316,81,6,607,0,CurrentAd,No,Yes
13019,1098281364,58,71,632,0,CurrentAd,No,Yes
13020,1098281452,26,413,5,0,CurrentAd,No,Yes
13021,1098271140,54,42,137,0,CurrentAd,No,Yes
13022,1098278268,45,332,290,0,CurrentAd,No,Yes
13023,1098275804,8,350,109,0,CurrentAd,No,Yes
13027,1098276068,95,123,636,0,CurrentAd,No,Yes
13029,1098272236,33,366,236,0,CurrentAd,No,Yes
13032,1098287220,7,576,257,0,CurrentAd,No,Yes
13034,1098272436,86,229,150,0,CurrentAd,No,Yes
13035,982572249,33,388,507,0,CurrentAd,No,Yes
13036,982555849,24,441,363,0,CurrentAd,No,Yes
13037,982556281,91,534,164,0,CurrentAd,No,Yes
13038,982557057,32,526,592,0,CurrentAd,No,Yes
13039,982582641,22,238,656,0,CurrentAd,No,Yes
13041,982590825,4,345,635,0,CurrentAd,No,Yes
13044,982567625,9,656,10,0,CurrentAd,No,Yes
13046,982559265,26,147,699,0,CurrentAd,No,Yes
13047,982584273,93,419,213,0,CurrentAd,No,Yes
13049,982559553,42,584,237,1,CurrentAd,No,Yes
13050,982568297,21,145,98,0,CurrentAd,No,Yes
13052,982584945,85,419,125,0,CurrentAd,No,Yes
13053,982577377,43,423,400,0,CurrentAd,No,Yes
13054,982593273,41,297,283,0,CurrentAd,No,Yes
13056,982569321,15,433,676,0,CurrentAd,No,Yes
13057,982560913,83,632,631,0,CurrentAd,No,Yes
13058,982593577,25,684,539,0,CurrentAd,No,Yes
13059,982569513,53,617,75,0,CurrentAd,No,Yes
13061,982569969,56,544,533,0,CurrentAd,No,Yes
13062,982594049,41,58,125,0,CurrentAd,No,Yes
13064,982594369,7,397,377,0,CurrentAd,No,Yes
13065,982561729,98,653,528,0,CurrentAd,No,Yes
13066,982570641,5,193,7,0,CurrentAd,No,Yes
13067,982570657,30,160,205,0,CurrentAd,No,Yes
13068,982594945,48,218,297,0,CurrentAd,No,Yes
13070,982562697,14,361,138,0,CurrentAd,No,Yes
13072,982588849,5,240,382,0,CurrentAd,No,Yes
13074,1098272836,77,633,284,0,CurrentAd,No,Yes
13075,1098283388,45,523,288,0,CurrentAd,No,Yes
13076,1098279980,43,290,225,0,CurrentAd,No,Yes
13077,1098273620,7,517,587,0,CurrentAd,No,Yes
13080,1098269732,4,651,194,0,CurrentAd,No,Yes
13083,1098273932,20,327,249,0,CurrentAd,No,Yes
13084,1098269924,79,2,40,0,CurrentAd,No,Yes
13085,1098276852,39,687,99,0,CurrentAd,No,Yes
13086,1098277268,42,14,514,0,CurrentAd,No,Yes
13087,1098281580,47,690,187,0,CurrentAd,No,Yes
13088,1098271020,83,324,301,0,CurrentAd,No,Yes
13090,1098278148,93,162,173,1,CurrentAd,No,Yes
13092,1098275780,76,86,129,0,CurrentAd,No,Yes
13093,1098271492,84,220,675,0,CurrentAd,No,Yes
13096,1098283060,53,675,20,0,CurrentAd,No,Yes
13097,1098286452,2,210,47,0,CurrentAd,No,Yes
13098,1098287284,17,313,484,0,CurrentAd,No,Yes
13099,1098294380,64,49,682,0,CurrentAd,No,Yes
13100,1098301044,53,14,259,0,CurrentAd,No,Yes
13101,1098314812,2,425,66,0,CurrentAd,No,Yes
13102,1098288332,32,639,658,0,CurrentAd,No,Yes
13103,1098308980,28,619,442,0,CurrentAd,No,Yes
13107,1098288988,88,666,605,0,CurrentAd,No,Yes
13108,1098295796,92,120,129,0,CurrentAd,No,Yes
13110,1098316052,5,207,532,0,CurrentAd,No,Yes
13112,1098289300,7,389,687,0,CurrentAd,No,Yes
13113,1098289324,41,337,497,0,CurrentAd,No,Yes
13114,1098316436,65,208,350,0,CurrentAd,No,Yes
13115,1098303372,98,250,555,0,CurrentAd,No,Yes
13117,1098297068,2,379,317,0,CurrentAd,No,Yes
13118,1098317036,46,452,629,0,CurrentAd,No,Yes
13119,1098303892,31,542,140,0,CurrentAd,No,Yes
13122,1098311612,45,392,545,0,CurrentAd,No,Yes
13124,1098271820,18,58,86,0,CurrentAd,No,Yes
13126,1098278796,18,88,291,0,CurrentAd,No,Yes
13127,1098272388,95,499,324,0,CurrentAd,No,Yes
13128,1098287332,82,486,420,0,CurrentAd,No,Yes
13131,1098287772,10,296,493,0,CurrentAd,No,Yes
13132,1098314820,60,680,664,0,CurrentAd,No,Yes
13133,1098294908,40,264,557,0,CurrentAd,No,Yes
13135,1098288068,89,189,406,0,CurrentAd,No,Yes
13136,1098301612,92,544,149,0,CurrentAd,No,Yes
13142,1098296740,30,644,557,0,CurrentAd,No,Yes
13144,1098310284,0,46,579,1,CurrentAd,No,Yes
13146,1098290884,24,589,153,0,CurrentAd,No,Yes
13150,1098298700,22,225,483,0,CurrentAd,No,Yes
13151,1098299444,92,132,381,0,CurrentAd,No,Yes
13153,1098306220,96,663,611,0,CurrentAd,No,Yes
13157,1098314188,18,224,141,0,CurrentAd,No,Yes
13158,1098342828,83,374,431,0,CurrentAd,No,Yes
13159,1098349676,12,266,619,0,CurrentAd,No,Yes
13161,1098329596,7,308,533,0,CurrentAd,No,Yes
13162,1098323076,82,123,421,0,CurrentAd,No,Yes
13163,1098344516,64,609,537,0,CurrentAd,No,Yes
13164,1098330940,80,522,190,0,CurrentAd,No,Yes
13167,1098353596,68,10,159,0,CurrentAd,No,Yes
13168,1098339340,85,153,686,0,CurrentAd,No,Yes
13169,1098339404,7,456,695,0,CurrentAd,No,Yes
13171,1098325940,28,373,218,0,CurrentAd,No,Yes
13173,1098340636,6,304,71,0,CurrentAd,No,Yes
13174,1098326516,70,365,339,0,CurrentAd,No,Yes
13177,1098334580,25,358,1,0,CurrentAd,No,Yes
13179,1098348540,59,436,39,0,CurrentAd,No,Yes
13180,1098348820,53,451,503,0,CurrentAd,No,Yes
13183,1098310268,81,32,533,0,CurrentAd,No,Yes
13188,1098304252,6,590,491,0,CurrentAd,No,Yes
13189,1098291100,53,351,682,0,CurrentAd,No,Yes
13191,1098305836,25,81,327,0,CurrentAd,No,Yes
13194,1098313692,47,1,432,0,CurrentAd,No,Yes
13195,1098313868,67,74,649,0,CurrentAd,No,Yes
13197,1098314212,4,518,248,0,CurrentAd,No,Yes
13198,1098335756,21,688,480,0,CurrentAd,No,Yes
13199,1098321780,32,657,502,0,CurrentAd,No,Yes
13201,1098320884,6,99,629,0,CurrentAd,No,Yes
13202,1098336052,6,591,375,0,CurrentAd,No,Yes
13203,1098322252,80,192,307,0,CurrentAd,No,Yes
13205,1098322348,88,279,441,0,CurrentAd,No,Yes
13206,1098336212,89,544,104,0,CurrentAd,No,Yes
13207,1098336444,79,407,425,0,CurrentAd,No,Yes
13208,1098336636,50,612,646,0,CurrentAd,No,Yes
13209,1098344116,72,86,84,0,CurrentAd,No,Yes
13210,1098337444,89,597,267,0,CurrentAd,No,Yes
13211,1098351564,65,607,184,0,CurrentAd,No,Yes
13212,1098351964,6,666,147,0,CurrentAd,No,Yes
13213,1098330972,4,117,644,0,CurrentAd,No,Yes
13214,1098352236,39,301,405,0,CurrentAd,No,Yes
13215,1098352372,91,184,546,0,CurrentAd,No,Yes
13220,1098345644,93,411,253,0,CurrentAd,No,Yes
13222,1098345692,83,159,93,0,CurrentAd,No,Yes
13223,1098325172,61,209,489,0,CurrentAd,No,Yes
13225,1098367732,99,395,415,0,CurrentAd,No,Yes
13226,1098367740,12,85,625,0,CurrentAd,No,Yes
13227,1098382068,52,480,258,0,CurrentAd,No,Yes
13228,1098360788,97,603,593,0,CurrentAd,No,Yes
13230,1098390012,74,552,297,0,CurrentAd,No,Yes
13231,1098375924,6,222,599,0,CurrentAd,No,Yes
13233,1098383228,18,640,230,0,CurrentAd,No,Yes
13234,1098390692,39,279,577,0,CurrentAd,No,Yes
13235,1098369156,19,144,152,0,CurrentAd,No,Yes
13237,1098383796,35,383,603,0,CurrentAd,No,Yes
13239,1098391324,19,367,79,0,CurrentAd,No,Yes
13240,1098362900,65,698,492,0,CurrentAd,No,Yes
13241,1098362972,76,231,139,0,CurrentAd,No,Yes
13242,1098370276,48,178,468,0,CurrentAd,No,Yes
13243,1098370332,67,205,74,0,CurrentAd,No,Yes
13244,1098363508,95,391,591,0,CurrentAd,No,Yes
13245,1098363636,36,303,385,0,CurrentAd,No,Yes
13248,1098370812,34,253,361,1,CurrentAd,No,Yes
13255,1098392924,36,44,413,0,CurrentAd,No,Yes
13256,1098385388,75,213,511,0,CurrentAd,No,Yes
13257,1098378636,97,85,281,0,CurrentAd,No,Yes
13258,1098393204,63,166,39,0,CurrentAd,No,Yes
13259,1098371796,83,471,20,0,CurrentAd,No,Yes
13260,1098400436,90,298,202,0,CurrentAd,No,Yes
13262,1098400748,8,550,290,0,CurrentAd,No,Yes
13263,1098394892,71,693,492,0,CurrentAd,No,Yes
13264,1098395100,47,417,283,0,CurrentAd,No,Yes
13265,1098413140,16,283,398,0,CurrentAd,No,Yes
13266,1098407284,1,664,572,0,CurrentAd,No,Yes
13267,1098401308,29,634,192,0,CurrentAd,No,Yes
13268,1098395348,7,39,225,0,CurrentAd,No,Yes
13269,1098395364,36,331,119,0,CurrentAd,No,Yes
13271,1098419580,17,275,414,0,CurrentAd,No,Yes
13272,1098396036,98,307,660,0,CurrentAd,No,Yes
13274,1098408620,89,503,535,0,CurrentAd,No,Yes
13275,1098408676,1,439,653,0,CurrentAd,No,Yes
13276,1098420580,0,640,634,0,CurrentAd,No,Yes
13277,1098402788,94,511,143,0,CurrentAd,No,Yes
13278,1098414812,68,388,633,0,CurrentAd,No,Yes
13280,1098409316,44,163,305,0,CurrentAd,No,Yes
13281,1098409500,0,294,401,0,CurrentAd,No,Yes
13282,1098421364,70,314,330,0,CurrentAd,No,Yes
13283,1098397708,46,254,422,0,CurrentAd,No,Yes
13284,1098415596,28,87,11,0,CurrentAd,No,Yes
13286,1098404028,84,566,603,0,CurrentAd,No,Yes
13289,1098422724,47,92,410,0,CurrentAd,No,Yes
13291,1098411108,81,490,124,0,CurrentAd,No,Yes
13292,1098423220,38,198,381,0,CurrentAd,No,Yes
13296,1098425244,24,144,211,0,CurrentAd,No,Yes
13300,1117692773,41,153,570,0,CurrentAd,No,Yes
13301,1117695301,8,555,296,0,CurrentAd,No,Yes
13302,1117691005,12,637,339,0,CurrentAd,No,Yes
13306,1117700925,96,677,268,0,CurrentAd,No,Yes
13308,1117724469,13,271,476,0,CurrentAd,No,Yes
13309,1098417956,97,165,535,0,CurrentAd,No,Yes
13313,1117694853,66,477,447,0,CurrentAd,No,Yes
13314,1117692405,27,561,327,0,CurrentAd,No,Yes
13315,1117692837,0,364,404,0,CurrentAd,No,Yes
13317,1117706261,57,626,601,0,CurrentAd,No,Yes
13320,1117712005,95,303,95,0,CurrentAd,No,Yes
13321,1117712117,53,535,367,0,CurrentAd,No,Yes
13322,1117700757,34,489,218,0,CurrentAd,No,Yes
13323,1117712509,72,29,291,0,CurrentAd,No,Yes
13324,1117707245,42,375,238,0,CurrentAd,No,Yes
13325,1117713181,77,386,96,0,CurrentAd,No,Yes
13326,1117719293,23,574,119,0,CurrentAd,No,Yes
13328,1117719477,88,337,579,0,CurrentAd,No,Yes
13329,1117714381,36,484,699,0,CurrentAd,No,Yes
13330,1117714829,84,401,533,0,CurrentAd,No,Yes
13332,1117703589,10,317,71,0,CurrentAd,No,Yes
13334,1117720981,21,324,106,0,CurrentAd,No,Yes
13336,1117703709,16,489,3,0,CurrentAd,No,Yes
13337,1117727037,83,205,200,0,CurrentAd,No,Yes
13338,1117710141,70,628,578,0,CurrentAd,No,Yes
13339,1117704661,75,101,308,0,CurrentAd,No,Yes
13340,1117710509,52,202,499,0,CurrentAd,No,Yes
13341,1117727749,97,462,328,0,CurrentAd,No,Yes
13343,1117728037,6,395,603,0,CurrentAd,No,Yes
13345,1117711885,41,295,55,0,CurrentAd,No,Yes
13346,1117730037,3,436,643,0,CurrentAd,No,Yes
13347,1117735637,83,96,345,0,CurrentAd,No,Yes
13351,1117753869,13,568,478,0,CurrentAd,No,Yes
13354,1098329868,28,156,330,0,CurrentAd,No,Yes
13356,1098337228,98,329,222,0,CurrentAd,No,Yes
13357,1098344236,75,448,8,0,CurrentAd,No,Yes
13358,1098330572,8,685,311,0,CurrentAd,No,Yes
13360,1098331580,85,70,534,0,CurrentAd,No,Yes
13362,1098345764,25,439,588,0,CurrentAd,No,Yes
13364,1098339316,82,659,166,0,CurrentAd,No,Yes
13365,1098346140,64,355,248,0,CurrentAd,No,Yes
13368,1098339956,47,562,453,0,CurrentAd,No,Yes
13369,1098340068,12,64,285,0,CurrentAd,No,Yes
13371,1098326876,70,182,10,0,CurrentAd,No,Yes
13372,1098326708,69,692,136,0,CurrentAd,No,Yes
13374,1098355412,89,206,228,0,CurrentAd,No,Yes
13375,1098327564,11,53,450,0,CurrentAd,No,Yes
13376,1098327772,31,633,80,0,CurrentAd,No,Yes
13377,1098348396,25,55,150,0,CurrentAd,No,Yes
13378,1098335116,14,681,545,0,CurrentAd,No,Yes
13382,1098342588,22,680,603,0,CurrentAd,No,Yes
13384,1098357844,31,661,268,0,CurrentAd,No,Yes
13388,1098387180,95,271,483,0,CurrentAd,No,Yes
13389,1098365988,51,631,416,0,CurrentAd,No,Yes
13391,1098358660,95,292,418,0,CurrentAd,No,Yes
13393,1098380108,74,266,655,0,CurrentAd,No,Yes
13394,1098388196,19,473,492,0,CurrentAd,No,Yes
13395,1098359636,43,104,48,0,CurrentAd,No,Yes
13396,1098359668,38,350,360,0,CurrentAd,No,Yes
13397,1098373892,3,357,499,0,CurrentAd,No,Yes
13398,1098360020,75,214,429,0,CurrentAd,No,Yes
13399,1098374116,8,576,9,0,CurrentAd,No,Yes
13401,1098381476,58,484,476,0,CurrentAd,No,Yes
13403,1098375108,57,521,676,0,CurrentAd,No,Yes
13404,1098361164,95,646,687,0,CurrentAd,No,Yes
13406,1098382476,81,616,200,0,CurrentAd,No,Yes
13408,1098390180,96,129,595,0,CurrentAd,No,Yes
13409,1098383244,19,386,62,0,CurrentAd,No,Yes
13410,1098376364,57,41,499,0,CurrentAd,No,Yes
13411,1098369236,7,185,618,0,CurrentAd,No,Yes
13412,1098362348,71,43,588,0,CurrentAd,No,Yes
13415,1098391156,41,471,192,0,CurrentAd,No,Yes
13416,1098362716,16,24,505,0,CurrentAd,No,Yes
13418,1098391292,16,174,315,0,CurrentAd,No,Yes
13419,1098391348,60,569,117,0,CurrentAd,No,Yes
13420,1098376948,74,514,100,0,CurrentAd,No,Yes
13422,1098370252,69,596,396,0,CurrentAd,No,Yes
13423,1098377364,66,196,226,0,CurrentAd,No,Yes
13424,1098392172,20,515,504,0,CurrentAd,No,Yes
13426,1098377676,32,310,597,0,CurrentAd,No,Yes
13428,1098392524,9,667,365,0,CurrentAd,No,Yes
13429,1098378188,5,242,250,0,CurrentAd,No,Yes
13430,1098371196,71,189,263,0,CurrentAd,No,Yes
13431,1098392940,75,289,482,0,CurrentAd,No,Yes
13432,1098378836,37,639,60,1,CurrentAd,No,Yes
13433,1098393444,56,12,268,0,CurrentAd,No,Yes
13435,1098386380,41,381,407,1,CurrentAd,No,Yes
13436,1098386572,76,411,73,0,CurrentAd,No,Yes
13437,1098394956,62,160,364,0,CurrentAd,No,Yes
13438,1098418964,43,466,464,0,CurrentAd,No,Yes
13439,1098419036,57,104,655,0,CurrentAd,No,Yes
13440,1098413244,93,288,517,0,CurrentAd,No,Yes
13441,1098419236,12,486,349,0,CurrentAd,No,Yes
13442,1098407548,64,546,479,0,CurrentAd,No,Yes
13443,1098413484,0,422,664,0,CurrentAd,No,Yes
13444,1098419508,63,65,302,0,CurrentAd,No,Yes
13445,1098401804,41,213,531,0,CurrentAd,No,Yes
13446,1098395988,56,185,593,0,CurrentAd,No,Yes
13447,1098419932,99,678,291,0,CurrentAd,No,Yes
13448,1098420020,70,697,658,0,CurrentAd,No,Yes
13449,1098396204,69,490,159,0,CurrentAd,No,Yes
13450,1098409028,53,412,379,0,CurrentAd,No,Yes
13451,982594561,95,425,232,0,CurrentAd,No,Yes
13453,982571097,16,129,61,0,CurrentAd,No,Yes
13454,982562633,39,39,353,0,CurrentAd,No,Yes
13457,982588361,16,613,614,0,CurrentAd,No,Yes
13458,982580705,57,464,155,0,CurrentAd,No,Yes
13459,982596673,46,428,119,0,CurrentAd,No,Yes
13460,1098273284,20,102,637,0,CurrentAd,No,Yes
13463,1098283708,58,550,301,0,CurrentAd,No,Yes
13464,1098280660,70,105,259,0,CurrentAd,No,Yes
13467,1098284212,43,323,152,0,CurrentAd,No,Yes
13468,1098274420,77,306,501,0,CurrentAd,No,Yes
13470,1098274996,89,214,499,0,CurrentAd,No,Yes
13471,1098277708,18,450,353,0,CurrentAd,No,Yes
13472,1098278036,94,78,101,0,CurrentAd,No,Yes
13473,1098271252,51,247,374,0,CurrentAd,No,Yes
13474,1098275724,26,621,158,0,CurrentAd,No,Yes
13476,1098275764,18,660,692,0,CurrentAd,No,Yes
13477,1098287404,3,697,342,0,CurrentAd,No,Yes
13478,1098272564,7,245,543,0,CurrentAd,No,Yes
13481,1098314676,76,317,390,0,CurrentAd,No,Yes
13482,1098301628,36,484,8,0,CurrentAd,No,Yes
13483,1098288188,77,582,102,0,CurrentAd,No,Yes
13484,1098315260,38,556,685,0,CurrentAd,No,Yes
13486,1098288916,25,196,70,0,CurrentAd,No,Yes
13487,1098315756,22,263,168,0,CurrentAd,No,Yes
13489,1098295980,42,205,359,1,CurrentAd,No,Yes
13493,1098303388,48,668,403,1,CurrentAd,No,Yes
13495,1098296524,68,293,675,0,CurrentAd,No,Yes
13496,1098310244,93,262,327,0,CurrentAd,No,Yes
13498,1098304044,71,379,13,0,CurrentAd,No,Yes
13499,1098291012,31,232,208,0,CurrentAd,No,Yes
13500,1098305324,35,250,467,0,CurrentAd,No,Yes
13501,1098292244,82,271,79,0,CurrentAd,No,Yes
13502,1098312388,21,471,268,0,CurrentAd,No,Yes
13505,1098293372,26,329,321,0,CurrentAd,No,Yes
13506,1098293548,66,406,432,0,CurrentAd,No,Yes
13508,1098319748,14,6,595,0,CurrentAd,No,Yes
13509,1098313548,68,119,454,0,CurrentAd,No,Yes
13513,1098349956,17,464,194,0,CurrentAd,No,Yes
13514,1098329676,71,436,402,0,CurrentAd,No,Yes
13516,1098343748,78,111,73,0,CurrentAd,No,Yes
13517,1098336996,53,266,432,0,CurrentAd,No,Yes
13518,1098350932,66,682,250,1,CurrentAd,No,Yes
13519,1098344108,31,259,180,0,CurrentAd,No,Yes
13521,1098323836,34,479,511,0,CurrentAd,No,Yes
13524,1098307852,30,361,167,0,CurrentAd,No,Yes
13527,1098301412,90,115,222,0,CurrentAd,No,Yes
13532,1098302476,65,105,523,0,CurrentAd,No,Yes
13533,1098296196,95,282,43,0,CurrentAd,No,Yes
13534,1098309748,29,358,200,0,CurrentAd,No,Yes
13535,1098309780,34,625,388,0,CurrentAd,No,Yes
13537,1098289620,64,373,180,0,CurrentAd,No,Yes
13539,1098309988,72,573,393,0,CurrentAd,No,Yes
13540,1098296628,26,41,637,0,CurrentAd,No,Yes
13541,1098316732,41,436,133,0,CurrentAd,No,Yes
13542,1098310580,60,372,260,0,CurrentAd,No,Yes
13543,1098310732,60,300,196,0,CurrentAd,No,Yes
13544,1098317212,30,23,348,0,CurrentAd,No,Yes
13545,1098317276,19,404,368,0,CurrentAd,No,Yes
13546,1098317444,94,297,110,0,CurrentAd,No,Yes
13548,1098298228,89,158,403,0,CurrentAd,No,Yes
13550,1098304860,79,484,335,0,CurrentAd,No,Yes
13551,1098292212,23,136,89,0,CurrentAd,No,Yes
13554,1098292772,10,561,268,0,CurrentAd,No,Yes
13555,1098293268,91,582,283,0,CurrentAd,No,Yes
13556,1098319796,33,418,94,0,CurrentAd,No,Yes
13557,1098319820,42,94,468,0,CurrentAd,No,Yes
13558,1098320244,1,44,238,0,CurrentAd,No,Yes
13560,1098328924,60,692,540,0,CurrentAd,No,Yes
13561,1098321948,49,273,277,0,CurrentAd,No,Yes
13562,1098335964,77,646,294,0,CurrentAd,No,Yes
13567,1098344356,6,221,549,0,CurrentAd,No,Yes
13568,1098337492,47,498,95,0,CurrentAd,No,Yes
13570,1098330780,82,691,622,0,CurrentAd,No,Yes
13577,1098338884,0,567,157,0,CurrentAd,No,Yes
13579,1098345740,10,623,193,0,CurrentAd,No,Yes
13580,1098332180,38,671,320,1,CurrentAd,No,Yes
13581,1098325436,69,101,42,1,CurrentAd,No,Yes
13582,1098353340,32,607,221,0,CurrentAd,No,Yes
13584,1098339164,7,249,383,0,CurrentAd,No,Yes
13585,1098353652,34,614,654,0,CurrentAd,No,Yes
13586,1098332660,63,116,152,1,CurrentAd,No,Yes
13590,1098340476,97,574,157,0,CurrentAd,No,Yes
13591,1098333868,58,569,229,0,CurrentAd,No,Yes
13592,1098333924,12,142,391,0,CurrentAd,No,Yes
13593,1098333972,6,251,160,0,CurrentAd,No,Yes
13594,1098340836,33,461,574,0,CurrentAd,No,Yes
13596,1098355164,70,327,357,1,CurrentAd,No,Yes
13598,1098341652,86,116,664,0,CurrentAd,No,Yes
13599,1098327660,34,125,314,0,CurrentAd,No,Yes
13602,1098348652,12,201,53,0,CurrentAd,No,Yes
13604,1098335556,95,568,9,0,CurrentAd,No,Yes
13607,1098357508,58,211,47,0,CurrentAd,No,Yes
13609,1098357652,84,634,280,0,CurrentAd,No,Yes
13610,1098298892,48,437,492,0,CurrentAd,No,Yes
13614,1098319612,82,139,500,0,CurrentAd,No,Yes
13615,1098319708,94,465,697,0,CurrentAd,No,Yes
13617,1098314124,14,266,256,0,CurrentAd,No,Yes
13618,1098328548,16,662,234,0,CurrentAd,No,Yes
13620,1098307692,42,591,536,0,CurrentAd,No,Yes
13621,1098320724,2,679,307,0,CurrentAd,No,Yes
13622,1098322124,60,211,586,0,CurrentAd,No,Yes
13623,1098329148,59,116,306,0,CurrentAd,No,Yes
13624,1098349996,89,278,24,0,CurrentAd,No,Yes
13627,1098336572,22,109,377,0,CurrentAd,No,Yes
13629,1098337196,83,13,336,0,CurrentAd,No,Yes
13633,1098324068,83,297,628,0,CurrentAd,No,Yes
13636,1098324676,40,659,267,0,CurrentAd,No,Yes
13637,1098345260,5,162,222,0,CurrentAd,No,Yes
13639,1098331956,53,116,385,0,CurrentAd,No,Yes
